,date,open,high,low,close,preclose,pctChg,turn,tradestatus,isST
0,2019-06-17,16.3800000000,16.5900000000,16.1100000000,16.2900000000,16.3200000000,-0.183816,1.093580,1,0
1,2019-06-18,16.2500000000,16.4000000000,16.1000000000,16.2200000000,16.2900000000,-0.429721,0.776602,1,0
2,2019-06-19,16.8000000000,16.8000000000,16.4900000000,16.5600000000,16.2200000000,2.096179,1.284550,1,0
3,2019-06-20,16.5500000000,17.1000000000,16.4200000000,16.8900000000,16.5600000000,1.992753,1.780633,1,0
4,2019-06-21,16.9000000000,18.3700000000,16.8400000000,17.6600000000,16.8900000000,4.558913,3.677760,1,0
5,2019-06-24,17.7000000000,17.8500000000,17.1800000000,17.4900000000,17.6600000000,-0.962628,2.215458,1,0
6,2019-06-25,17.3700000000,17.4700000000,16.8200000000,17.0100000000,17.4900000000,-2.744423,1.460384,1,0
7,2019-06-26,17.0100000000,17.3500000000,16.7000000000,17.1500000000,17.0100000000,0.823042,1.104411,1,0
8,2019-06-27,17.2900000000,17.6300000000,17.1600000000,17.2000000000,17.1500000000,0.291552,1.779033,1,0
9,2019-06-28,17.1100000000,17.2800000000,16.8400000000,17.1300000000,17.2000000000,-0.406986,1.352803,1,0
10,2019-07-01,17.5000000000,17.5000000000,17.2500000000,17.4500000000,17.1300000000,1.868077,1.705884,1,0
11,2019-07-02,17.4400000000,17.8200000000,17.3400000000,17.7400000000,17.4500000000,1.661885,2.162410,1,0
12,2019-07-03,17.6900000000,17.7200000000,17.2700000000,17.3300000000,17.7400000000,-2.311160,1.237517,1,0
13,2019-07-04,17.4200000000,17.4500000000,17.1100000000,17.1900000000,17.3300000000,-0.807844,0.894254,1,0
14,2019-07-05,17.3100000000,17.3900000000,17.1100000000,17.3300000000,17.1900000000,0.814423,0.754767,1,0
15,2019-07-08,17.3200000000,17.3200000000,16.5000000000,16.8300000000,17.3300000000,-2.885170,1.784468,1,0
16,2019-07-09,16.6300000000,17.0900000000,16.6300000000,17.0200000000,16.8300000000,1.128940,0.957691,1,0
17,2019-07-10,17.0000000000,17.1500000000,16.7000000000,16.8400000000,17.0200000000,-1.057581,0.744756,1,0
18,2019-07-11,16.9000000000,17.1500000000,16.7100000000,16.8100000000,16.8400000000,-0.178151,0.748411,1,0
19,2019-07-12,16.8000000000,17.1500000000,16.5800000000,17.0600000000,16.8100000000,1.487210,0.999086,1,0
20,2019-07-15,16.9600000000,17.2700000000,16.7400000000,17.2000000000,17.0600000000,0.820641,1.225658,1,0
21,2019-07-16,17.2400000000,17.6800000000,17.1400000000,17.4600000000,17.2000000000,1.511618,1.997167,1,0
22,2019-07-17,17.2800000000,17.4500000000,17.0500000000,17.1100000000,17.4600000000,-2.004573,1.442027,1,0
23,2019-07-18,16.8000000000,16.9100000000,16.4100000000,16.4400000000,17.1100000000,-3.915839,1.937376,1,0
24,2019-07-19,16.6000000000,16.6500000000,16.3600000000,16.4200000000,16.4400000000,-0.121657,1.151456,1,0
25,2019-07-22,16.5200000000,16.5200000000,15.6600000000,15.8100000000,16.4200000000,-3.714979,1.661046,1,0
