,date,open,high,low,close,preclose,pctChg,turn,tradestatus,isST
0,2019-06-17,7.1300000000,7.2000000000,7.1200000000,7.1800000000,7.1300000000,0.701258,0.182146,1,0
1,2019-06-18,7.1800000000,7.2100000000,7.0900000000,7.1500000000,7.1800000000,-0.417824,0.191065,1,0
2,2019-06-19,7.2300000000,7.2600000000,7.0900000000,7.1700000000,7.1500000000,0.279720,0.404744,1,0
3,2019-06-20,7.1700000000,7.2000000000,7.0900000000,7.1300000000,7.1700000000,-0.557879,0.510953,1,0
4,2019-06-21,7.1500000000,7.1700000000,7.0900000000,7.1500000000,7.1300000000,0.280505,0.429712,1,0
5,2019-06-24,7.1500000000,7.1500000000,7.0700000000,7.0900000000,7.1500000000,-0.839160,0.365650,1,0
6,2019-06-25,7.1400000000,7.1400000000,7.0300000000,7.0600000000,7.0900000000,-0.423134,0.284545,1,0
7,2019-06-26,7.0500000000,7.0600000000,7.0100000000,7.0300000000,7.0600000000,-0.424925,0.259036,1,0
8,2019-06-27,7.0600000000,7.1100000000,7.0400000000,7.0700000000,7.0300000000,0.568990,0.317564,1,0
9,2019-06-28,7.0800000000,7.0800000000,7.0000000000,7.0200000000,7.0700000000,-0.707216,0.257626,1,0
10,2019-07-01,7.1000000000,7.1100000000,7.0600000000,7.1000000000,7.0200000000,1.139600,0.449128,1,0
11,2019-07-02,7.0900000000,7.1100000000,7.0600000000,7.1000000000,7.1000000000,0.000000,0.460099,1,0
12,2019-07-03,7.1000000000,7.8000000000,7.0800000000,7.4100000000,7.1000000000,4.366196,1.182238,1,0
13,2019-07-04,7.4000000000,7.4000000000,7.2300000000,7.3000000000,7.4100000000,-1.484476,0.500412,1,0
14,2019-07-05,7.3000000000,7.3200000000,7.2100000000,7.2900000000,7.3000000000,-0.136989,0.340316,1,0
15,2019-07-08,7.2800000000,7.2800000000,7.0800000000,7.1100000000,7.2900000000,-2.469133,0.510100,1,0
16,2019-07-09,7.1100000000,7.1700000000,7.0800000000,7.1600000000,7.1100000000,0.703231,0.182871,1,0
17,2019-07-10,7.1500000000,7.1500000000,7.0900000000,7.1100000000,7.1600000000,-0.698320,0.141418,1,0
18,2019-07-11,7.1100000000,7.1900000000,7.1000000000,7.1100000000,7.1100000000,0.000000,0.159417,1,0
19,2019-07-12,7.1200000000,7.1700000000,7.0900000000,7.1500000000,7.1100000000,0.562587,0.157507,1,0
20,2019-07-15,7.1400000000,7.1700000000,7.1000000000,7.1600000000,7.1500000000,0.139857,0.155760,1,0
21,2019-07-16,7.1500000000,7.2200000000,7.1300000000,7.2000000000,7.1600000000,0.558659,0.160460,1,0
22,2019-07-17,7.1700000000,7.2100000000,7.1300000000,7.1600000000,7.2000000000,-0.555555,0.207389,1,0
23,2019-07-18,7.1500000000,7.1800000000,7.0800000000,7.1000000000,7.1600000000,-0.837988,0.236187,1,0
24,2019-07-19,7.1000000000,7.1300000000,7.0800000000,7.1100000000,7.1000000000,0.140848,0.092197,1,0
25,2019-07-22,7.1000000000,7.1400000000,7.0400000000,7.0900000000,7.1100000000,-0.281294,0.116705,1,0
26,2019-07-23,7.1000000000,7.1400000000,7.0800000000,7.1300000000,7.0900000000,0.564174,0.087050,1,0
27,2019-07-24,7.1500000000,7.1600000000,7.1200000000,7.1400000000,7.1300000000,0.140249,0.156699,1,0
28,2019-07-25,7.1100000000,7.1500000000,7.1100000000,7.1500000000,7.1400000000,0.140059,0.155869,1,0
29,2019-07-26,7.1100000000,7.1500000000,7.1000000000,7.1400000000,7.1500000000,-0.139900,0.136100,1,0
30,2019-07-29,7.1400000000,7.2600000000,7.1100000000,7.2300000000,7.1400000000,1.260506,0.254946,1,0
31,2019-07-30,7.2300000000,7.2400000000,7.1900000000,7.2200000000,7.2300000000,-0.138300,0.180600,1,0
32,2019-07-31,7.2400000000,7.2500000000,7.1900000000,7.2200000000,7.2200000000,0.000000,0.138000,1,0
33,2019-08-01,7.3300000000,7.3300000000,7.1300000000,7.1600000000,7.2200000000,-0.831000,0.414500,1,0
34,2019-08-02,7.1100000000,7.1300000000,7.0600000000,7.1100000000,7.1600000000,-0.698300,0.298600,1,0
35,2019-08-05,7.0800000000,7.1500000000,7.0600000000,7.0900000000,7.1100000000,-0.281300,0.224800,1,0
36,2019-08-06,7.0400000000,7.0700000000,6.5500000000,6.8400000000,7.0900000000,-3.526100,0.416700,1,0
37,2019-08-07,6.7800000000,6.9100000000,6.6900000000,6.7100000000,6.8400000000,-1.900600,0.449000,1,0
38,2019-08-08,6.7000000000,6.7800000000,6.7000000000,6.7600000000,6.7100000000,0.745200,0.151000,1,0
39,2019-08-09,6.7800000000,6.7800000000,6.5000000000,6.5600000000,6.7600000000,-2.958600,0.420700,1,0
40,2019-08-12,6.5300000000,6.5400000000,6.3000000000,6.4300000000,6.5600000000,-1.981700,0.687400,1,0
41,2019-08-13,6.4300000000,6.4300000000,6.1600000000,6.1900000000,6.4300000000,-3.732500,0.541000,1,0
42,2019-08-14,6.2400000000,6.4800000000,6.2400000000,6.3900000000,6.1900000000,3.231000,0.593400,1,0
43,2019-08-15,6.3000000000,6.3300000000,6.1800000000,6.2900000000,6.3900000000,-1.564900,0.586000,1,0
44,2019-08-16,6.2800000000,6.9200000000,6.2600000000,6.9000000000,6.2900000000,9.697900,1.108100,1,0
45,2019-08-19,6.8900000000,6.9100000000,6.6700000000,6.8800000000,6.9000000000,-0.289900,0.750400,1,0
46,2019-08-20,6.8300000000,7.1200000000,6.7700000000,6.9800000000,6.8800000000,1.453500,0.724200,1,0
47,2019-08-21,7.6800000000,7.6800000000,7.5900000000,7.6800000000,6.9800000000,10.028600,1.964900,1,0
48,2019-08-22,7.6800000000,7.7600000000,7.5100000000,7.6100000000,7.6800000000,-0.911500,2.130400,1,0
49,2019-08-23,7.3200000000,7.4200000000,7.1900000000,7.2200000000,7.6100000000,-5.124800,1.599600,1,0
50,2019-08-26,7.1000000000,7.3000000000,7.0800000000,7.2200000000,7.2200000000,0.000000,0.558000,1,0
51,2019-08-27,7.2100000000,7.3000000000,7.2100000000,7.2500000000,7.2200000000,0.415500,0.430200,1,0
52,2019-08-28,7.2400000000,7.5400000000,7.2100000000,7.4300000000,7.2500000000,2.482800,0.804300,1,0
53,2019-08-29,7.3800000000,7.5000000000,7.3800000000,7.4300000000,7.4300000000,0.000000,0.380900,1,0
54,2019-08-30,7.4700000000,7.4800000000,7.3900000000,7.4100000000,7.4300000000,-0.269200,0.294000,1,0
55,2019-09-02,7.4400000000,7.5000000000,7.3900000000,7.4700000000,7.4100000000,0.809700,0.298500,1,0
56,2019-09-03,7.4600000000,7.5000000000,7.4300000000,7.4800000000,7.4700000000,0.133900,0.235500,1,0
57,2019-09-04,7.4700000000,7.5000000000,7.4100000000,7.4700000000,7.4800000000,-0.133700,0.234300,1,0
58,2019-09-05,7.4800000000,7.4900000000,7.4500000000,7.4700000000,7.4700000000,0.000000,0.391300,1,0
59,2019-09-06,7.4600000000,7.4900000000,7.4100000000,7.4400000000,7.4700000000,-0.401600,0.265100,1,0
60,2019-09-09,7.4700000000,7.4800000000,7.4000000000,7.4300000000,7.4400000000,-0.134400,0.347400,1,0
61,2019-09-10,7.4200000000,7.4300000000,7.3100000000,7.3600000000,7.4300000000,-0.942100,0.397200,1,0
62,2019-09-11,7.3600000000,7.3900000000,7.3000000000,7.3000000000,7.3600000000,-0.815200,0.272000,1,0
63,2019-09-12,7.3100000000,7.4200000000,7.2800000000,7.4200000000,7.3000000000,1.643800,0.271600,1,0
