,date,open,high,low,close,preclose,pctChg,turn,tradestatus,isST
0,2019-08-13,45.8000000000,46.1000000000,44.7200000000,44.9900000000,46.1300000000,-2.471300,0.196600,1,0
1,2019-08-14,45.3800000000,45.4400000000,44.4400000000,45.0000000000,44.9900000000,0.022200,0.144800,1,0
2,2019-08-15,44.5400000000,46.6600000000,44.5400000000,45.9000000000,45.0000000000,2.000000,0.193500,1,0
3,2019-08-16,45.9000000000,48.0000000000,45.5800000000,47.2100000000,45.9000000000,2.854000,0.251400,1,0
4,2019-08-19,47.3100000000,47.7800000000,45.8800000000,46.5900000000,47.2100000000,-1.313300,0.279900,1,0
5,2019-08-20,46.4600000000,46.9800000000,46.0600000000,46.4800000000,46.5900000000,-0.236100,0.201800,1,0
6,2019-08-21,46.4800000000,46.9900000000,45.7600000000,46.7000000000,46.4800000000,0.473300,0.150400,1,0
7,2019-08-22,46.7000000000,46.7000000000,45.2000000000,45.8700000000,46.7000000000,-1.777300,0.221200,1,0
8,2019-08-23,45.8400000000,47.1600000000,45.6700000000,46.9100000000,45.8700000000,2.267300,0.181500,1,0
9,2019-08-26,46.0500000000,47.3800000000,46.0500000000,47.0000000000,46.9100000000,0.191900,0.145000,1,0
10,2019-08-27,47.0000000000,47.6800000000,46.3000000000,46.4500000000,47.0000000000,-1.170200,0.250000,1,0
11,2019-08-28,46.9000000000,47.1000000000,46.2500000000,46.9200000000,46.4500000000,1.011800,0.202400,1,0
12,2019-08-29,46.9100000000,49.2800000000,46.5400000000,48.4000000000,46.9200000000,3.154300,0.278000,1,0
13,2019-08-30,49.0000000000,49.0500000000,47.7100000000,48.3400000000,48.4000000000,-0.124000,0.207600,1,0
14,2019-09-02,48.0200000000,49.2000000000,47.8200000000,48.8800000000,48.3400000000,1.117100,0.180500,1,0
15,2019-09-03,48.8800000000,49.1600000000,48.0900000000,48.3200000000,48.8800000000,-1.145700,0.141600,1,0
16,2019-09-04,47.8100000000,50.3000000000,47.8100000000,49.7800000000,48.3200000000,3.021500,0.220400,1,0
17,2019-09-05,49.7800000000,49.9900000000,48.1100000000,48.3800000000,49.7800000000,-2.812400,0.339800,1,0
18,2019-09-06,48.3000000000,48.3800000000,46.6900000000,47.2400000000,48.3800000000,-2.356300,0.203300,1,0
19,2019-09-09,47.6500000000,48.1600000000,46.2000000000,47.8700000000,47.2400000000,1.333600,0.224200,1,0
20,2019-09-10,47.7400000000,48.6500000000,47.3100000000,48.3800000000,47.8700000000,1.065400,0.165200,1,0
21,2019-09-11,48.4000000000,48.4800000000,46.7000000000,46.8000000000,48.3800000000,-3.265800,0.182300,1,0
22,2019-09-12,47.3000000000,48.4800000000,46.7700000000,47.8900000000,46.8000000000,2.329100,0.194300,1,0
