,date,open,high,low,close,preclose,pctChg,turn,tradestatus,isST
0,2019-06-17,7.7800000000,7.9000000000,7.6800000000,7.8200000000,7.7400000000,1.033597,0.676369,1,0
1,2019-06-18,7.8100000000,7.8500000000,7.7600000000,7.8100000000,7.8200000000,-0.127880,0.504919,1,0
2,2019-06-19,7.9300000000,8.1000000000,7.9100000000,8.0400000000,7.8100000000,2.944942,1.253046,1,0
3,2019-06-20,7.9900000000,8.1500000000,7.9800000000,8.1100000000,8.0400000000,0.870643,0.973088,1,0
4,2019-06-21,8.1600000000,8.1900000000,8.1000000000,8.1400000000,8.1100000000,0.369922,0.779450,1,0
5,2019-06-24,8.1600000000,8.2000000000,8.1300000000,8.1700000000,8.1400000000,0.368547,0.638145,1,0
6,2019-06-25,8.1200000000,8.1800000000,8.0100000000,8.0700000000,8.1700000000,-1.223995,0.660864,1,0
7,2019-06-26,8.0300000000,8.1200000000,8.0100000000,8.0400000000,8.0700000000,-0.371744,0.532122,1,0
8,2019-06-27,8.0300000000,8.1100000000,8.0100000000,8.0400000000,8.0400000000,0.000000,0.497071,1,0
9,2019-06-28,8.0600000000,8.0600000000,7.8600000000,7.9100000000,8.0400000000,-1.616917,0.603221,1,0
10,2019-07-01,8.0000000000,8.1500000000,7.9800000000,8.1300000000,7.9100000000,2.781293,0.848620,1,0
11,2019-07-02,8.1400000000,8.1700000000,8.0800000000,8.1100000000,8.1300000000,-0.246008,0.519424,1,0
12,2019-07-03,8.0700000000,8.1100000000,8.0000000000,8.0400000000,8.1100000000,-0.863128,0.504142,1,0
13,2019-07-04,8.0700000000,8.1100000000,7.9600000000,7.9700000000,8.0400000000,-0.870649,0.536419,1,0
14,2019-07-05,7.9600000000,8.0800000000,7.9600000000,8.0100000000,7.9700000000,0.501888,0.484041,1,0
15,2019-07-08,8.0500000000,8.0500000000,7.7700000000,7.7800000000,8.0100000000,-2.871411,0.874937,1,0
16,2019-07-09,7.7800000000,7.8500000000,7.7100000000,7.7700000000,7.7800000000,-0.128538,0.507644,1,0
17,2019-07-10,7.8400000000,7.8400000000,7.6600000000,7.6700000000,7.7700000000,-1.287000,0.595987,1,0
18,2019-07-11,7.7300000000,7.7800000000,7.6700000000,7.6700000000,7.6700000000,0.000000,0.400843,1,0
19,2019-07-12,7.6800000000,7.7300000000,7.6400000000,7.7100000000,7.6700000000,0.521512,0.377654,1,0
20,2019-07-15,7.7200000000,7.7800000000,7.6100000000,7.7500000000,7.7100000000,0.518806,0.602220,1,0
21,2019-07-16,7.7500000000,7.7600000000,7.6200000000,7.6800000000,7.7500000000,-0.903228,0.633185,1,0
22,2019-07-17,7.7000000000,7.7000000000,7.6500000000,7.6800000000,7.6800000000,0.000000,0.603099,1,0
23,2019-07-18,7.6300000000,7.6600000000,7.4400000000,7.4500000000,7.6800000000,-2.994792,1.045478,1,0
24,2019-07-19,7.5000000000,7.5900000000,7.4700000000,7.5200000000,7.4500000000,0.939600,0.659374,1,0
25,2019-07-22,7.5300000000,7.5900000000,7.4200000000,7.4900000000,7.5200000000,-0.398939,0.683552,1,0
26,2019-07-23,7.4600000000,7.6000000000,7.4500000000,7.5500000000,7.4900000000,0.801074,0.517509,1,0
27,2019-07-24,7.5600000000,7.6700000000,7.5100000000,7.6200000000,7.5500000000,0.927148,0.569450,1,0
28,2019-07-25,7.6200000000,7.6400000000,7.5400000000,7.6100000000,7.6200000000,-0.131230,0.430100,1,0
29,2019-07-26,7.6100000000,7.6500000000,7.5600000000,7.6500000000,7.6100000000,0.525600,0.368800,1,0
30,2019-07-29,7.6500000000,7.6600000000,7.5700000000,7.5700000000,7.6500000000,-1.045751,0.432403,1,0
31,2019-07-30,7.6200000000,7.6600000000,7.5800000000,7.6000000000,7.5700000000,0.396300,0.508500,1,0
32,2019-07-31,7.7700000000,7.8100000000,7.6700000000,7.7000000000,7.6000000000,1.315800,1.208100,1,0
33,2019-08-01,7.7300000000,7.7300000000,7.5600000000,7.6000000000,7.7000000000,-1.298700,0.674500,1,0
34,2019-08-02,7.4900000000,7.5200000000,7.4100000000,7.4700000000,7.6000000000,-1.710500,0.691900,1,0
35,2019-08-05,7.4300000000,7.4700000000,7.3700000000,7.4100000000,7.4700000000,-0.803200,0.672400,1,0
36,2019-08-06,7.4200000000,7.4200000000,7.1500000000,7.3300000000,7.4100000000,-1.079600,0.767800,1,0
37,2019-08-07,7.3300000000,7.3700000000,7.1900000000,7.3300000000,7.3300000000,0.000000,0.538000,1,0
38,2019-08-08,7.3700000000,7.4000000000,7.2600000000,7.2900000000,7.3300000000,-0.545700,0.481000,1,0
39,2019-08-09,7.3100000000,7.3100000000,7.1100000000,7.1500000000,7.2900000000,-1.920400,0.448100,1,0
40,2019-08-12,7.1800000000,7.2000000000,7.0800000000,7.2000000000,7.1500000000,0.699300,0.676000,1,0
41,2019-08-13,7.1200000000,7.1600000000,7.0800000000,7.1500000000,7.2000000000,-0.694400,0.484200,1,0
42,2019-08-14,7.2000000000,7.2300000000,7.1500000000,7.1700000000,7.1500000000,0.279700,0.293200,1,0
43,2019-08-15,7.0500000000,7.2300000000,7.0200000000,7.2100000000,7.1700000000,0.557900,0.478600,1,0
44,2019-08-16,7.1800000000,7.3100000000,7.1500000000,7.2800000000,7.2100000000,0.970900,0.571300,1,0
45,2019-08-19,7.2900000000,7.5500000000,7.2600000000,7.5100000000,7.2800000000,3.159300,0.903200,1,0
46,2019-08-20,7.5000000000,7.5000000000,7.3700000000,7.4500000000,7.5100000000,-0.798900,0.963100,1,0
47,2019-08-21,7.4300000000,7.4500000000,7.3800000000,7.4300000000,7.4500000000,-0.268500,0.359300,1,0
48,2019-08-22,7.4300000000,7.4500000000,7.3500000000,7.4100000000,7.4300000000,-0.269200,0.366000,1,0
49,2019-08-23,7.4100000000,7.4300000000,7.3600000000,7.3700000000,7.4100000000,-0.539800,0.330700,1,0
50,2019-08-26,7.2600000000,7.2900000000,7.2000000000,7.2600000000,7.3700000000,-1.492500,0.407700,1,0
51,2019-08-27,7.2800000000,7.4200000000,7.2800000000,7.4200000000,7.2600000000,2.203900,0.545000,1,0
52,2019-08-28,7.3800000000,7.4800000000,7.3500000000,7.4400000000,7.4200000000,0.269500,0.637000,1,0
53,2019-08-29,7.4400000000,7.4400000000,7.3100000000,7.3700000000,7.4400000000,-0.940900,0.512400,1,0
54,2019-08-30,7.3700000000,7.4100000000,7.2100000000,7.2200000000,7.3700000000,-2.035300,0.641000,1,0
55,2019-09-02,7.2100000000,7.3700000000,7.2000000000,7.3600000000,7.2200000000,1.939100,0.833300,1,0
56,2019-09-03,7.3700000000,7.4100000000,7.3400000000,7.4000000000,7.3600000000,0.543500,0.542800,1,0
57,2019-09-04,7.3700000000,7.5300000000,7.3600000000,7.5100000000,7.4000000000,1.486500,1.187300,1,0
58,2019-09-05,7.5700000000,7.7200000000,7.5400000000,7.6400000000,7.5100000000,1.731000,1.554300,1,0
59,2019-09-06,7.6800000000,7.6800000000,7.5600000000,7.6400000000,7.6400000000,0.000000,0.867100,1,0
60,2019-09-09,7.6800000000,7.8100000000,7.6100000000,7.7900000000,7.6400000000,1.963400,1.443500,1,0
61,2019-09-10,7.7900000000,7.8100000000,7.6600000000,7.6900000000,7.7900000000,-1.283700,0.816100,1,0
62,2019-09-11,7.7200000000,7.7600000000,7.6500000000,7.6700000000,7.6900000000,-0.260100,0.462700,1,0
63,2019-09-12,7.7000000000,7.7800000000,7.6800000000,7.7600000000,7.6700000000,1.173400,0.649700,1,0
