,date,open,high,low,close,preclose,pctChg,turn,tradestatus,isST
0,2019-06-17,5.8500000000,5.8800000000,5.8100000000,5.8500000000,5.8500000000,0.000000,0.132849,1,1
1,2019-06-18,5.8400000000,5.8400000000,5.7200000000,5.7700000000,5.8500000000,-1.367520,0.319301,1,1
2,2019-06-19,5.8100000000,5.8400000000,5.7700000000,5.7900000000,5.7700000000,0.346620,0.218036,1,1
3,2019-06-20,5.7700000000,5.8700000000,5.7500000000,5.8500000000,5.7900000000,1.036268,0.216964,1,1
4,2019-06-21,6.0800000000,6.1100000000,5.9000000000,5.9800000000,5.8500000000,2.222224,0.394333,1,1
5,2019-06-24,5.9500000000,6.0200000000,5.9400000000,6.0000000000,5.9800000000,0.334448,0.227658,1,1
6,2019-06-25,6.0000000000,6.0000000000,5.9000000000,5.9600000000,6.0000000000,-0.666666,0.314060,1,1
7,2019-06-26,5.9100000000,6.0200000000,5.9100000000,5.9700000000,5.9600000000,0.167781,0.225898,1,1
8,2019-06-27,5.9700000000,6.0500000000,5.9700000000,5.9900000000,5.9700000000,0.335008,0.114152,1,1
9,2019-06-28,5.9800000000,6.0300000000,5.9400000000,6.0200000000,5.9900000000,0.500838,0.217211,1,1
10,2019-07-01,6.1400000000,6.1700000000,6.0200000000,6.1100000000,6.0200000000,1.495019,0.349400,1,1
11,2019-07-02,6.0900000000,6.2100000000,6.0900000000,6.1900000000,6.1100000000,1.309328,0.330322,1,1
12,2019-07-03,6.1800000000,6.4400000000,6.1500000000,6.3700000000,6.1900000000,2.907913,0.667507,1,1
13,2019-07-04,6.3800000000,6.6800000000,6.3800000000,6.5100000000,6.3700000000,2.197808,0.897446,1,1
14,2019-07-05,6.4200000000,6.6600000000,6.4200000000,6.5400000000,6.5100000000,0.460825,0.423295,1,1
15,2019-07-08,6.4300000000,6.5300000000,6.2900000000,6.3000000000,6.5400000000,-3.669721,0.674587,1,1
16,2019-07-09,6.2500000000,6.3400000000,6.2500000000,6.3300000000,6.3000000000,0.476186,0.220779,1,1
17,2019-07-10,6.3400000000,6.4100000000,6.2600000000,6.3000000000,6.3300000000,-0.473929,0.209970,1,1
18,2019-07-11,6.3100000000,6.3600000000,6.2700000000,6.3000000000,6.3000000000,0.000000,0.177758,1,1
19,2019-07-12,6.3000000000,6.3400000000,6.2600000000,6.3100000000,6.3000000000,0.158726,0.165399,1,1
